,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address,loc
408,1700,,CAMINO DEL RIO NORTH,,"1700 CAMINO DEL RIO NORTH, San Diego, CA, USA","Camino del Rio North, Grantville, San Diego, San Diego County, California, 92116, United States"
409,200,,TONY GWYNN,DR,"200 TONY GWYNN DR, San Diego, CA, USA","Tony Gwynn Drive, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
410,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
411,4800,,LORRAINE,DR,"4800 LORRAINE DR, San Diego, CA, USA","Lorraine Drive, Talmadge, San Diego, San Diego County, California, 92182, United States"
412,0,,VERMONT,ST,"0 VERMONT ST, San Diego, CA, USA","Vermont Street, Ramona, San Diego County, California, 92065, United States"
413,0,,06TH,AVE,"0 06TH AVE, San Diego, CA, USA",
414,1500,,HOWARD (SB),AVE,"1500 HOWARD (SB) AVE, San Diego, CA, USA",
415,3200,,J,ST,"3200 J ST, San Diego, CA, USA","J Street, East Village, San Diego, San Diego County, California, 92101, United States"
416,4900,,CRESITA,DR,"4900 CRESITA DR, San Diego, CA, USA","Cresita Drive, Montezuma Mesa, San Diego, San Diego County, California, 92182, United States"
417,2400,,CALLE TORTUOSA,,"2400 CALLE TORTUOSA, San Diego, CA, USA","Calle Tortuosa, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
418,1700,,HOLLISTER,ST,"1700 HOLLISTER ST, San Diego, CA, USA","Hollister Street, Nestor, South San Diego, San Diego, San Diego County, California, 92154, United States"
419,4500,,52ND,ST,"4500 52ND ST, San Diego, CA, USA","52nd Street, San Diego, San Diego County, California, 92105, United States"
420,500,,04TH,AVE,"500 04TH AVE, San Diego, CA, USA",
421,500,,04TH,AVE,"500 04TH AVE, San Diego, CA, USA",
422,700,,GRAND,AVE,"700 GRAND AVE, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
423,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
424,6000,,HUGHES,ST,"6000 HUGHES ST, San Diego, CA, USA","Hughes Street, Darnall, San Diego, San Diego County, California, 92115, United States"
425,3100,,IMPERIAL,AVE,"3100 IMPERIAL AVE, San Diego, CA, USA","Imperial Avenue, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
426,4400,,MISSION,BLV,"4400 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
427,0,,FAIRMOUNT,AVE,"0 FAIRMOUNT AVE, San Diego, CA, USA","Fairmount Avenue, San Diego, San Diego County, California, 92105, United States"
428,0,,05TH,AVE,"0 05TH AVE, San Diego, CA, USA",
429,800,,GARNET,AVE,"800 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
430,0,,CANON,ST,"0 CANON ST, San Diego, CA, USA","Canon Street, Wooded Area, Point Loma, San Diego, San Diego County, California, 92106, United States"
431,9300,,MIRA MESA,BLV,"9300 MIRA MESA BLV, San Diego, CA, USA","Mira Mesa Boulevard, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
432,0,,MISSION,BLV,"0 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
433,8000,,HEMPHILL,DR,"8000 HEMPHILL DR, San Diego, CA, USA","Hemphill Drive, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
434,6200,,STANLEY,AVE,"6200 STANLEY AVE, San Diego, CA, USA","Stanley Avenue, Rolando, San Diego, San Diego County, California, 92115, United States"
435,700,,04TH,AVE,"700 04TH AVE, San Diego, CA, USA",
436,400,,05TH,AVE,"400 05TH AVE, San Diego, CA, USA",
437,0,W,WALNUT,AVE,"0 W WALNUT AVE, San Diego, CA, USA","West Walnut Avenue, Middletown, Hillcrest, San Diego, San Diego County, California, 92103, United States"
438,0,,05TH,AVE,"0 05TH AVE, San Diego, CA, USA",
439,1600,,MURRAY CANYON,RD,"1600 MURRAY CANYON RD, San Diego, CA, USA","Murray Canyon Road, Mission Valley, San Diego, San Diego County, California, 92018, United States"
440,3400,,FLORENCE,LN,"3400 FLORENCE LN, San Diego, CA, USA","Florence Lane, Mountain View, San Diego, San Diego County, California, 92113, United States"
441,1700,,WEST MISSION BAY,DR,"1700 WEST MISSION BAY DR, San Diego, CA, USA","West Mission Bay Drive, Mission Beach, San Diego, San Diego County, California, 921009, United States"
442,500,,J,ST,"500 J ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
443,3700,,41ST,ST,"3700 41ST ST, San Diego, CA, USA","41st Street, Castle, City Heights, San Diego, San Diego County, California, 92105, United States"
444,1000,,04TH,AVE,"1000 04TH AVE, San Diego, CA, USA",
445,3100,,OCEAN FRONT,WAL,"3100 OCEAN FRONT WAL, San Diego, CA, USA",
446,400,W,BROADWAY,,"400 W BROADWAY, San Diego, CA, USA","400, West Broadway, Columbia, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
447,300,W,A,ST,"300 W A ST, San Diego, CA, USA","A Street, Webster, San Diego, San Diego County, California, 92102-4810, United States"
448,0,,EMERALD,ST,"0 EMERALD ST, San Diego, CA, USA","Emerald Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
449,5100,,COLLEGE,AVE,"5100 COLLEGE AVE, San Diego, CA, USA","College Avenue, Rolando Park, San Diego, San Diego County, California, 92115, United States"
450,0,,THOMAS,AVE,"0 THOMAS AVE, San Diego, CA, USA","Thomas Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
451,3700,,MENLO,AVE,"3700 MENLO AVE, San Diego, CA, USA","Menlo Avenue, Fox Canyon, City Heights, San Diego, San Diego County, California, United States"
452,5500,,EL CAJON,BLV,"5500 EL CAJON BLV, San Diego, CA, USA","El Cajon Boulevard, Cajon Heights, El Cajon, San Diego County, California, 92020, United States"
453,600,,05TH,AVE,"600 05TH AVE, San Diego, CA, USA",
454,2600,,WEST CANYON,AVE,"2600 WEST CANYON AVE, San Diego, CA, USA","West Canyon Avenue, San Diego, San Diego County, California, 92123, United States"
455,0,,LAMONT,ST,"0 LAMONT ST, San Diego, CA, USA","Lamont Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
456,1800,,GATEWAY,DR,"1800 GATEWAY DR, San Diego, CA, USA","Gateway Drive, Fairmount Park, San Diego, San Diego County, California, 92102, United States"
457,6300,,MONTEZ VILLA,RD,"6300 MONTEZ VILLA RD, San Diego, CA, USA","Montez Villa Road, San Diego, San Diego County, California, 92130-5404, United States"
458,4500,,CONVOY,ST,"4500 CONVOY ST, San Diego, CA, USA","Convoy Street, Kearny Mesa, San Diego, San Diego County, California, 92111-2201, United States"
459,800,,GARNET,AVE,"800 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
460,500,,MARKET,ST,"500 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
461,8300,,PARKSIDE,CRE,"8300 PARKSIDE CRE, San Diego, CA, USA",
462,7800,,HIGHLANDS VILLAGE,PL,"7800 HIGHLANDS VILLAGE PL, San Diego, CA, USA","Highlands Village Place, Torrey Highlands, San Diego, San Diego County, California, 92130-5404, United States"
463,0,,06TH,AVE,"0 06TH AVE, San Diego, CA, USA",
464,3100,,MISSION,BLV,"3100 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
465,0,,08TH,AVE,"0 08TH AVE, San Diego, CA, USA",
466,4300,,OCEAN,BLV,"4300 OCEAN BLV, San Diego, CA, USA","Ocean Boulevard, San Diego, San Diego County, California, 92109, United States"
467,0,,13TH,ST,"0 13TH ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
468,5000,,MILLWOOD,RD,"5000 MILLWOOD RD, San Diego, CA, USA","Millwood Road, North Clairemont, San Diego, San Diego County, California, 92117, United States"
469,0,,04TH,AVE,"0 04TH AVE, San Diego, CA, USA",
470,6200,,STANLEY,AVE,"6200 STANLEY AVE, San Diego, CA, USA","Stanley Avenue, Rolando, San Diego, San Diego County, California, 92115, United States"
471,0,,KEARNY VILLA,RD,"0 KEARNY VILLA RD, San Diego, CA, USA","Kearny Villa Road, Kearny Mesa, San Diego, San Diego County, California, 92111-2201, United States"
472,5400,,BAJA,DR,"5400 BAJA DR, San Diego, CA, USA","Baja Drive, Montezuma Mesa, San Diego, San Diego County, California, 92115, United States"
473,0,,RAY,ST,"0 RAY ST, San Diego, CA, USA","Ray Street, North Park, San Diego, San Diego County, California, 92104, United States"
474,800,,GARNET,AVE,"800 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
475,1400,,OLIVER,AVE,"1400 OLIVER AVE, San Diego, CA, USA","Oliver Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
476,300,S,28TH,ST,"300 S 28TH ST, San Diego, CA, USA","South 28th Street, Barrio Logan, San Diego, San Diego County, California, 92136, United States"
477,3500,,SPORTS ARENA,BLV,"3500 SPORTS ARENA BLV, San Diego, CA, USA","Pechanga Arena, 3500, Sports Arena Boulevard, Old Town, San Diego, San Diego County, California, 92110-9998, United States"
478,3900,,30TH,ST,"3900 30TH ST, San Diego, CA, USA","30th Street, North Park, San Diego, San Diego County, California, 92104, United States"
479,10500,,EL COMAL,DR,"10500 EL COMAL DR, San Diego, CA, USA","El Comal Drive, Tierrasanta, San Diego, San Diego County, California, 92124, United States"
480,800,,LA HUERTA,WAY,"800 LA HUERTA WAY, San Diego, CA, USA","La Huerta Way, San Diego, San Diego County, California, 92154, United States"
481,3100,,HOWARD,AVE,"3100 HOWARD AVE, San Diego, CA, USA","Howard Avenue, San Diego, San Diego County, California, 92154, United States"
482,0,,MISSION,BLV,"0 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
483,200,,26TH,ST,"200 26TH ST, San Diego, CA, USA","26th Street, Golden Hill, San Diego, San Diego County, California, 92102, United States"
484,1100,,C,ST,"1100 C ST, San Diego, CA, USA","Jack in the Box, 1100, C Street, Core District, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
485,200,,ISLAND,AVE,"200 ISLAND AVE, San Diego, CA, USA","Island Avenue, East Village, San Diego, San Diego County, California, 92101, United States"
486,11100,,KELOWNA,RD,"11100 KELOWNA RD, San Diego, CA, USA","Kelowna Road, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
487,2800,,BELKNAP,WAY,"2800 BELKNAP WAY, San Diego, CA, USA","Belknap Way, Roseville, San Diego, San Diego County, California, 92106, United States"
488,0,,04TH,AVE,"0 04TH AVE, San Diego, CA, USA",
489,3000,,CAMINITO NIQUEL,,"3000 CAMINITO NIQUEL, San Diego, CA, USA","Caminito Niquel, San Diego, San Diego County, California, 92117, United States"
490,7700,,WESTSIDE,DR,"7700 WESTSIDE DR, San Diego, CA, USA","Westside, Escondido, San Diego County, California, United States"
491,3100,,OCEAN FRONT,WAL,"3100 OCEAN FRONT WAL, San Diego, CA, USA",
492,0,,OCEAN VIEW HILLS,PKY,"0 OCEAN VIEW HILLS PKY, San Diego, CA, USA","Ocean View Hills Parkway, San Diego, San Diego County, California, 92154, United States"
493,200,,05TH,AVE,"200 05TH AVE, San Diego, CA, USA",
494,0,,05TH,AVE,"0 05TH AVE, San Diego, CA, USA",
495,0,,04TH,AVE,"0 04TH AVE, San Diego, CA, USA",
496,0,,CAMINO DEL NORTE,,"0 CAMINO DEL NORTE, San Diego, CA, USA","Camino del Norte, San Diego, San Diego County, California, 92128, United States"
497,800,,GALOPAGO,ST,"800 GALOPAGO ST, San Diego, CA, USA","Galopago Street, La Presa, San Diego County, California, 91977, United States"
498,800,,GASLAMP,,"800 GASLAMP, San Diego, CA, USA",
499,3700,,CAMINO DEL RIO WEST,,"3700 CAMINO DEL RIO WEST, San Diego, CA, USA","Camino del Rio West, Old Town, San Diego, San Diego County, California, 92110-9998, United States"
500,0,,MONROE,AVE,"0 MONROE AVE, San Diego, CA, USA","Monroe Avenue, Talmadge, Colina Park, San Diego, San Diego County, California, 92105, United States"
501,0,,MAIN,ST,"0 MAIN ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
502,4300,,OCEAN,BLV,"4300 OCEAN BLV, San Diego, CA, USA","Ocean Boulevard, San Diego, San Diego County, California, 92109, United States"
503,4500,,BOYLSTON,ST,"4500 BOYLSTON ST, San Diego, CA, USA","Boylston Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
504,0,,04TH,AVE,"0 04TH AVE, San Diego, CA, USA",
505,0,S,32ND,ST,"0 S 32ND ST, San Diego, CA, USA","South 32nd Street, San Diego, San Diego County, California, 92136, United States"
506,400,,04TH,AVE,"400 04TH AVE, San Diego, CA, USA",
507,1400,,SHIPLEY,CT,"1400 SHIPLEY CT, San Diego, CA, USA","Shipley Court, Jamacha, San Diego, San Diego County, California, 91945, United States"
508,7400,,MISSION GORGE,RD,"7400 MISSION GORGE RD, San Diego, CA, USA","Mission Gorge Road, Allied Gardens, San Diego, San Diego County, California, 92120, United States"
509,800,,44TH,ST,"800 44TH ST, San Diego, CA, USA","44th Street, Ridgeview, San Diego, San Diego County, California, 92105, United States"
510,3700,,OCEAN VIEW,BLV,"3700 OCEAN VIEW BLV, San Diego, CA, USA","Ocean View Boulevard, Mountain View, San Diego, San Diego County, California, 92113, United States"
511,0,,04TH,AVE,"0 04TH AVE, San Diego, CA, USA",
512,0,,SAWTELLE,AVE,"0 SAWTELLE AVE, San Diego, CA, USA","Sawtelle Avenue, Lomita, San Diego, San Diego County, California, 91945, United States"
513,5800,,PARKMEAD,CT,"5800 PARKMEAD CT, San Diego, CA, USA","Parkmead Court, South Encanto, San Diego, San Diego County, California, 92114, United States"
514,0,,400,,"0 400, San Diego, CA, USA","San Diego, San Diego County, California, United States"
515,400,,E,ST,"400 E ST, San Diego, CA, USA","400, E Street, Chula Vista, San Diego County, California, 91910, United States"
516,400,,63RD,ST,"400 63RD ST, San Diego, CA, USA","63rd Street, Rolando, San Diego, San Diego County, California, 92115, United States"
517,5400,,BONITA,DR,"5400 BONITA DR, San Diego, CA, USA","Bonita Drive, South Encanto, San Diego, San Diego County, California, 92102-4810, United States"
518,800,,63RD,ST,"800 63RD ST, San Diego, CA, USA","63rd Street, Rolando, San Diego, San Diego County, California, 92115, United States"
519,1900,,47TH,ST,"1900 47TH ST, San Diego, CA, USA","47th Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
520,1200,,COTTON,ST,"1200 COTTON ST, San Diego, CA, USA","Cotton Street, Webster, San Diego, San Diego County, California, 92102-4810, United States"
521,6700,,BIRCHWOOD,ST,"6700 BIRCHWOOD ST, San Diego, CA, USA","Birchwood Street, Navajo, Allied Gardens, San Diego, San Diego County, California, 92120, United States"
522,0,,CHP INFO LOG,,"0 CHP INFO LOG, San Diego, CA, USA",
523,4800,,BEECH,ST,"4800 BEECH ST, San Diego, CA, USA","Beech Street, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
524,0,S,33RD,ST,"0 S 33RD ST, San Diego, CA, USA","South 33rd Street, Logan Heights, San Diego, San Diego County, California, 92113, United States"
525,3700,,MOUNT EVEREST,BLV,"3700 MOUNT EVEREST BLV, San Diego, CA, USA","Mount Everest Boulevard, Clairemont, San Diego, San Diego County, California, 92117, United States"
526,0,,MANZANITA,DR,"0 MANZANITA DR, San Diego, CA, USA","Manzanita Drive, Fox Canyon, City Heights, San Diego, San Diego County, California, 92105, United States"
527,9000,,DECATUR,CIR,"9000 DECATUR CIR, San Diego, CA, USA","Decatur Circle, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
528,0,S,28TH,ST,"0 S 28TH ST, San Diego, CA, USA","South 28th Street, Barrio Logan, San Diego, San Diego County, California, 92136, United States"
529,300,S,FRANCIS,ST,"300 S FRANCIS ST, San Diego, CA, USA","South Francis Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
530,4000,,42ND,ST,"4000 42ND ST, San Diego, CA, USA","42nd Street, Mount Hope, San Diego, San Diego County, California, 92102-4810, United States"
531,6500,,EL CAMINO DEL TEATRO,,"6500 EL CAMINO DEL TEATRO, San Diego, CA, USA","El Camino del Teatro, La Jolla Mesa, La Jolla, San Diego, San Diego County, California, 92037, United States"
532,8600,,HYDRA,LN,"8600 HYDRA LN, San Diego, CA, USA","Hydra Lane, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
533,0,S,38TH,ST,"0 S 38TH ST, San Diego, CA, USA","South 38th Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
534,0,S,32ND,ST,"0 S 32ND ST, San Diego, CA, USA","South 32nd Street, San Diego, San Diego County, California, 92136, United States"
535,11500,,CYPRESS CANYON PARK,DR,"11500 CYPRESS CANYON PARK DR, San Diego, CA, USA","Cypress Canyon Park Drive, San Diego, San Diego County, California, 92131, United States"
536,2200,,FERN,ST,"2200 FERN ST, San Diego, CA, USA","Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
537,2100,,HARRISON,AVE,"2100 HARRISON AVE, San Diego, CA, USA","Harrison Avenue, Logan Heights, San Diego, San Diego County, California, 92136, United States"
538,4900,,CIMARRON,WAY,"4900 CIMARRON WAY, San Diego, CA, USA","Cimarron Way, San Diego, San Diego County, California, 92173, United States"
539,4300,,MISSION,BLV,"4300 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
540,3700,,FLORENCE,ST,"3700 FLORENCE ST, San Diego, CA, USA","Florence Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
541,600,,48TH,ST,"600 48TH ST, San Diego, CA, USA","48th Street, Grantville, Allied Gardens, San Diego, San Diego County, California, 92182, United States"
542,0,,14TH,ST,"0 14TH ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
543,2000,,WINNETT,ST,"2000 WINNETT ST, San Diego, CA, USA","Winnett Street, Broadway Heights, San Diego, San Diego County, California, 92114, United States"
544,5300,,ORANGE,AVE,"5300 ORANGE AVE, San Diego, CA, USA","Orange Avenue, Chula Vista, San Diego County, California, 91911, United States"
545,4300,,OCEAN,BLV,"4300 OCEAN BLV, San Diego, CA, USA","Ocean Boulevard, San Diego, San Diego County, California, 92109, United States"
546,5900,,RANCHO HILLS,DR,"5900 RANCHO HILLS DR, San Diego, CA, USA","Rancho Hills Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
547,1900,,IRVING,AVE,"1900 IRVING AVE, San Diego, CA, USA","Irving Avenue, Logan Heights, San Diego, San Diego County, California, 92136, United States"
548,3700,,ARRUZA,ST,"3700 ARRUZA ST, San Diego, CA, USA","Arruza Street, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
549,0,,65TH,ST,"0 65TH ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
550,0,,48TH,ST,"0 48TH ST, San Diego, CA, USA","48th Street, Talmadge, Colina Park, San Diego, San Diego County, California, 92105, United States"
551,700,,QUAIL,ST,"700 QUAIL ST, San Diego, CA, USA","Quail Street, Mount Hope, San Diego, San Diego County, California, 92102, United States"
552,500,,05TH,AVE,"500 05TH AVE, San Diego, CA, USA",
553,900,,GARNET,AVE,"900 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
554,3700,,TENNYSON,ST,"3700 TENNYSON ST, San Diego, CA, USA","Tennyson Street, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
555,0,,33RD,ST,"0 33RD ST, San Diego, CA, USA","33rd Street, Stockton, San Diego, San Diego County, California, 92102, United States"
556,4800,,GUYMON,ST,"4800 GUYMON ST, San Diego, CA, USA","Guymon Street, Chollas View, Emerald Hills, San Diego, San Diego County, California, 92102-4810, United States"
557,0,,ALTADENA,AVE,"0 ALTADENA AVE, San Diego, CA, USA","Altadena Avenue, Talmadge, Colina Park, San Diego, San Diego County, California, 92105, United States"
558,0,,FIELD,ST,"0 FIELD ST, San Diego, CA, USA","Field Street, Sunset, San Diego, San Diego County, California, 92110, United States"
559,3700,,VERMONT,ST,"3700 VERMONT ST, San Diego, CA, USA","Vermont Street, Hillcrest, San Diego, San Diego County, California, 92163, United States"
560,10100,,RANCHO CARMEL,DR,"10100 RANCHO CARMEL DR, San Diego, CA, USA","Rancho Carmel Drive, Carmel Mountain Ranch, San Diego, San Diego County, California, 92128, United States"
561,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
562,4300,,OCEAN,BLV,"4300 OCEAN BLV, San Diego, CA, USA","Ocean Boulevard, San Diego, San Diego County, California, 92109, United States"
563,8100,,CALLE NUEVA,,"8100 CALLE NUEVA, San Diego, CA, USA","Calle Nueva, San Diego, San Diego County, California, 92126, United States"
564,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
565,1700,,EMERALD CLIFF,PT,"1700 EMERALD CLIFF PT, San Diego, CA, USA","Emerald Cliff Point, San Diego, San Diego County, California, 92173, United States"
566,4600,,MISSION,BLV,"4600 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
567,1300,,SCOTT,ST,"1300 SCOTT ST, San Diego, CA, USA","Scott Street, Point Loma, San Diego, San Diego County, California, 92106, United States"
568,1000,,CYPRESS,WAY,"1000 CYPRESS WAY, San Diego, CA, USA","Cypress Way, Hillcrest, San Diego, San Diego County, California, 92163, United States"
569,0,,SKYLINE,DR,"0 SKYLINE DR, San Diego, CA, USA","Skyline Drive, Talich, Oceanside, San Diego County, California, 92054, United States"
570,800,,LA JOLLA RANCHO,RD,"800 LA JOLLA RANCHO RD, San Diego, CA, USA","La Jolla Rancho Road, La Jolla Mesa, La Jolla, San Diego, San Diego County, California, 92037, United States"
571,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
572,8600,,DENT,DR,"8600 DENT DR, San Diego, CA, USA","Dent Drive, San Diego, San Diego County, California, 92119, United States"
573,0,,08TH,AVE,"0 08TH AVE, San Diego, CA, USA",
574,0,,GRAND,AVE,"0 GRAND AVE, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
575,3800,,29TH,ST,"3800 29TH ST, San Diego, CA, USA","29th Street, Golden Hill, San Diego, San Diego County, California, 92102, United States"
576,0,,WILSON,AVE,"0 WILSON AVE, San Diego, CA, USA","Wilson Avenue, East San Diego, Normal Heights, San Diego, San Diego County, California, 92104, United States"
577,2000,,BOUNDARY,ST,"2000 BOUNDARY ST, San Diego, CA, USA","Boundary Street, North Park, San Diego, San Diego County, California, 92104, United States"
578,700,,10TH,AVE,"700 10TH AVE, San Diego, CA, USA","10th Avenue, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
579,1400,,CAMINO DEL RIO SOUTH,,"1400 CAMINO DEL RIO SOUTH, San Diego, CA, USA","Camino del Rio South, San Diego, San Diego County, California, 92108-3803, United States"
580,500,,SEA ISLE,DR,"500 SEA ISLE DR, San Diego, CA, USA","Sea Isle Drive, San Diego, San Diego County, California, 92154, United States"
581,1400,,CAMINO DEL RIO SOUTH,,"1400 CAMINO DEL RIO SOUTH, San Diego, CA, USA","Camino del Rio South, San Diego, San Diego County, California, 92108-3803, United States"
582,3200,,NATIONAL,AVE,"3200 NATIONAL AVE, San Diego, CA, USA","National Avenue, South Crest, San Diego, San Diego County, California, 92113, United States"
583,0,,INDIA,ST,"0 INDIA ST, San Diego, CA, USA","India Street, Five Points, San Diego, San Diego County, California, 92103, United States"
584,3000,,SUNCREST,DR,"3000 SUNCREST DR, San Diego, CA, USA","Suncrest Drive, Normal Heights, San Diego, San Diego County, California, 92116, United States"
585,7100,,SHERBOURNE,LN,"7100 SHERBOURNE LN, San Diego, CA, USA","Sherbourne Lane, Torrey Highlands, San Diego, San Diego County, California, 92130-5404, United States"
586,0,,MISSION CENTER,RD,"0 MISSION CENTER RD, San Diego, CA, USA","Mission Center Road, Mission Valley, San Diego, San Diego County, California, 92018, United States"
587,0,,DECANTURE,ST,"0 DECANTURE ST, San Diego, CA, USA","Decanture Street, Navajo, San Carlos, San Diego, San Diego County, California, 92120, United States"
588,0,,ADAMS,AVE,"0 ADAMS AVE, San Diego, CA, USA","Adams Avenue, University Heights, Mission Valley, San Diego, San Diego County, California, 92018, United States"
589,3800,,WILSON,AVE,"3800 WILSON AVE, San Diego, CA, USA","Wilson Avenue, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
590,3000,,J,ST,"3000 J ST, San Diego, CA, USA","J Street, East Village, San Diego, San Diego County, California, 92101, United States"
591,9000,,SYDNEY,CT,"9000 SYDNEY CT, San Diego, CA, USA","Sydney Court, La Jolla Crossroads, University City, San Diego, San Diego County, California, 92140, United States"
592,0,,SUNSET CLIFFS,BLV,"0 SUNSET CLIFFS BLV, San Diego, CA, USA","Sunset Cliffs Boulevard, Azure Vista, Point Loma, San Diego, San Diego County, California, 92107, United States"
593,600,,BROADWAY,,"600 BROADWAY, San Diego, CA, USA","600, Broadway, Chula Vista, San Diego County, California, 91910, United States"
594,4400,,HERMOSA,WAY,"4400 HERMOSA WAY, San Diego, CA, USA","Hermosa Way, Mission Hills, San Diego, San Diego County, California, 92103, United States"
595,4500,,FLORIDA,ST,"4500 FLORIDA ST, San Diego, CA, USA","Florida Street, North Park, San Diego, San Diego County, California, 92103-3609, United States"
596,0,,INTERSTATE 805 SB ON RAMP,,"0 INTERSTATE 805 SB ON RAMP, San Diego, CA, USA",
597,300,,VISTA DE LA PLAYA,,"300 VISTA DE LA PLAYA, San Diego, CA, USA","Vista de la Playa, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
598,2900,,EL CAJON,BLV,"2900 EL CAJON BLV, San Diego, CA, USA","El Cajon Boulevard, Cajon Heights, El Cajon, San Diego County, California, 92020, United States"
599,1200,,PASEO SEA BREEZE,,"1200 PASEO SEA BREEZE, San Diego, CA, USA",
600,11400,,POCHARD,WAY,"11400 POCHARD WAY, San Diego, CA, USA","Pochard Way, San Diego, San Diego County, California, 92131, United States"
601,800,,GARNET,AVE,"800 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
602,4000,,05TH,AVE,"4000 05TH AVE, San Diego, CA, USA",
603,2800,,COWLEY,WAY,"2800 COWLEY WAY, San Diego, CA, USA","Cowley Way, Sunset, San Diego, San Diego County, California, 92110, United States"
604,5800,,MISSION GORGE,RD,"5800 MISSION GORGE RD, San Diego, CA, USA","Mission Gorge Road, Allied Gardens, San Diego, San Diego County, California, 92120, United States"
605,2900,,COMSTOCK,ST,"2900 COMSTOCK ST, San Diego, CA, USA","Comstock Street, Linda Vista, San Diego, San Diego County, California, 92111, United States"
606,1000,,GARNET,AVE,"1000 GARNET AVE, San Diego, CA, USA","1000, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
607,2200,,05TH,AVE,"2200 05TH AVE, San Diego, CA, USA",
608,6100,,CAMINO DEL RINCON,,"6100 CAMINO DEL RINCON, San Diego, CA, USA","Camino del Rincon, Navajo, Del Cerro, San Diego, San Diego County, California, 92120, United States"
609,300,,47TH,ST,"300 47TH ST, San Diego, CA, USA","47th Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
610,0,,VERALEE,DR,"0 VERALEE DR, San Diego, CA, USA","Veralee Drive, San Diego, San Diego County, California, 92154, United States"
611,0,,GARNET,AVE,"0 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
612,5200,,CHURCHWARD,ST,"5200 CHURCHWARD ST, San Diego, CA, USA","Churchward Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
