rating,reviews
5,I found out about AFA last year by chance as one of my frequent hangouts is right underneath it. I tried it out for a month last summer and made note to...
5,"A Rock and Roll restaurant and museum. 
First of all, this place has amazing food and service. 
It can get crowded (pre-Covid), but this is not only a..."
4,"I have been to a few Hard Rock places around the US (Vegas, San Francisco, Tahoe, Tulsa), and this is the best location so far (besides service). Food..."
5,"Loved it!!!! I have been in many Hard Rock  Cafes in many parts in Europe and Hawaii and they are all so warmly American invited. 
This one is no exception..."
5,"I've taken several of Killians workshops - and they are LIFE CHANGING. He approaches the work in a way that reminds you that you are an artist, and..."
1,DO NOT TAKE the adult commercial acting class. I cannot imagine how many young actors have been discouraged from the art for-EVER thanks to Killian's...
5,"Don't be like me.

Don't do a year's worth of auditions and THEN take Killian's workshop. Sign up right now. You need this class!

OK, now that that brief..."
5,Jill is so humble and energy is so positive. Her readings are so accurate. She's a great listener and a woman of God. Jill is someone you can trust that...
1,To be completed honest my reading was good. She mentioned some things that aligned with what I was going through and advised me to begin praying and...
1,Big caution She lies a lot just to get you hook in her healing service. Reading was verry accurate however this lady takes advantage of people in stuck...
5,Owner is very friendly and hard working man. He did a great job with my frame and price is very reasonable! Highly recommend this place!
5,Art does great work! Dropped off my prints Tuesday and got them back beautifully 3 days later. Will definitely be taking my pictures there to be framed and...
5,"My custom job came out better than I hoped, and reasonable price. Will be coming back for more frame jobs soon!"
5,"Commemorating the fall of the Berlin Wall , stands this ten wall segments on the sidewalk of Wilshire Blvd right across the Urban Lights at LACMA.

Growing..."
3,"If you're visiting the Petersen Automotive Museum, the La Brea Tar Pits, or LACMA, the Berlin Wall segments on Wilshire Blvd. are well worth stopping by to..."
4,came here few weeks ago to check out this so called pieces of Berlin Wall they got from Germany.. this wall is across the street from LACMA lights... pretty...
5,"I've been looking for a good psychic for years since moving to LA, and I came across Barbara on Yelp. I went with a friend (we had separate readings) and..."
5,I loved my medium reading with Barbara! She connected me to a friend that had passed just days before. I felt so much relief & clarity after talking with...
5,"I have had two readings with Barb and each were spot on and erased any doubts I may have had. I was able to connect with loved ones, know they were there,..."
5,"Just finished Mark's class, one word: thorough.

I should have started out with this class first!

What you will learn:
1. Your type - breakdown services..."
5,"Really enjoyed learning from Mark and this class.  He is a smart guy, with years in the business of acting, marketing and life. The class provides an..."
5,"This is an excellent class!!  Mark truly cares about each and every student and is passionate about helping students further their careers, no matter ones..."
5,I attended one of Magnolia's classes for part of my bachelorette weekend with a few of my friends and family. We had an absolute blast - Magnolia was super...
5,"I WITH GREAT ENTHUSIASM recommend Magnolia (owner) and her gift of painting. I booked her for a work team ""Paint n Sip"" party for team bonding and we got..."
5,"I have participated in a number of paint and sips (Indiana, North Carolina, and LA) with different levels of success. (My first painting was suppose to be a..."
5,"If you are tired of going to traditional therapy and counseling and not getting any real results, Lauren is your answer.  I went to Lauren after feeling..."
5,"Lauren is an incredible person! I really can't describe exactly what she does, however I can say that she has helped me enormously. She has helped me grow..."
5,"I don't understand how it works, and I have stopped trying.
Whatever Lauren does is a freaking miracle.

She communicates with your body and heart..."
5,"Maya is an absolutely incredible woman. I have a hard time calling her psychic because she is so much more than that. 

I found Maya at a time when I was..."
5,Maya is truly the best reader! She has been a friend who has been able to give me wonderful life advice through her gifts. She is scarily accurate with...
1,I added pics so you could just read those. She told me if I was dissatisfied she would refund me. That proved to be a lie. She brings up my previous jobs &...
5,"Beks is an amazing Masseuse; take it from a man that spends a good 4 hours plus on a motorcycle, plays music all day, and plus the tensions of life can..."
5,"My reiki and massage experience with Becky was life changing. I left feeling refreshed, more clear and light. She's very talented and blessed with a..."
5,I had no idea what to expect but what I received was absolutely incredible!  Beks offered me tea and spent a good 45 minutes getting to know me and easing...
5,"Nicole's classes are awesome!  She is very patient and I always learn something new to add to my skillset.  Afterwards, I'm able to apply what I've learned..."
5,"A friend of mine thought it would be fun to try out one of the classes while visiting LA. Needless to say, It was a great experience. We enjoyed the class..."
5,"Nicole and Alayn are a wonderful pair, great teachers, great energy! Thanks"
5,"Great venue! Cheap drinks and convenient parking services right across the street. I caught Epica here last night. 

Now if the city can just clean up the..."
5,The staging ground for GobbleGobbleGive a non profit that feeds the homeless on Thanksgiving day. A couple of friends and I came here to volunteer since...
3,"Bottom Line:  A decent place to see punk rock music

I headed down here to see Lagwagon play and that parking was not easy, I have to say.  Anything..."
5,How great was my experience hiring the USC Trojan Marching Band to play my private event? It was so amazing that I am creating a yelp account for the first...
5,"The TMB, as they're known, are half of what make USC football games so fun. They're a spirited bunch, and seem about as loud as a rock band, but without the..."
5,"The Greatest Marching Band in the History of the Universe.  Period.

I've performed and worked with this band for many years, and I can say that this is one..."
5,"This was my first time at Vegan Oktoberfest and even though it had several areas of room for improvement, I still had a fantastic time at this event and I'm..."
3,"Overall I had a good time, but let's get right down to this: there was good, there was bad, and there was downright ugly at this one.

***The Good***..."
5,"LOCATION. The location is great because it's spacious, open and there is parking in surrounding streets. I highly encourage driving around for 5-10 minutes,..."
5,"This was my first food festival and I'm so happy to have gone. I went with a group of friends, some who had done this kind of thing before. They pregamed a..."
5,I was super lucky to win a pair of GA tickets to the 2019 Taste of the Eastside event.  Thank you to Megan R. for organizing!  We had so much fun!  The...
5,I was the very lucky winner of a pair of VIP tickets for the Taste of Eastside via Yelp. Thanks Yelp for my first event of 2018 !!! And thanks to Hillary S....
5,Joya is an amazing and super talented instructor! She choreographed my solo wedding performance and had so much patience in teaching me to make sure I felt...
5,Joya and her group are amazing dancers. We had her and her team perform for my wedding and they all did a fantastic job. Everyone paid attention throughout...
5,Joya was an amazing instructor! My husband and I enjoy dancing but she made our first dance totally worth it. She patiently worked with us when we struggled...
4,"There are so many walking, hiking and biking trails.  Numerous clearings, groves and meadows suitable for recreational activities, meditation or picnicking...."
3,"This park was part of a revitalization of the area. It's surrounded by a fashion school and is a colorful space with nicely groomed lawns, pergolas..."
4,"In the midst of DTLA cacophony find Grand Hope Park, 2.5 acres of open space within West 9th Street to the north, West Olympic Boulevard to the south where..."
5,"George! What a delightful bartender and new friend! :)

My coworker and I are located at CBS TV City for a few weeks and decided to see what the..."
3,"We've tried this bar on my last visit to the Farmer's Market. The beer selection it's just OK, could be improved, especially the ones on draft. Maybe a few..."
4,"Great place to have a beer or other bev, especially watching a game. Small enough to fit in the northwest  corner of the Farmers Market, yet big enough to..."
5,Seen Lysistrata Unbound inspired by Aristophane. It was amazing! I encourage everyone to check it out. Its the perfect combination of comedy & drama....
4,"It is always strange to review a theater.  Do you review the building, the ticket-buying experience, the show?

The building is short, one story.  It could..."
5,"My first visit to this wonderful theater. I was very impressed with the play I watched, the theater and all. They were showing 3 plays at the same time. I..."
5,Stephanie is the best teacher in LA.  Her class is also unlike any other class I have taken (and I've taken a few).  While most classes are formatted in a...
5,"Killer theater!  Such an amazing group of talented people. 
Seriously worth seeing anything they do.  Some of Los Angeles best hidden talent.
Seen a bunch..."
4,Very small quaint theater for smaller productions. It's definitely an older establishment  with charm. One bathroom in the whole facility can be a little...
5,"Found this place by accident earlier today... Boy am I happy I did!! I spent this first 20 years of my life living in Brooklyn, and this little 80's barcade..."
5,"Been meaning to check this place out and then the coronavirus hit so no checking out anywhere, but I tried it for delivery and it was awesome! The bottom..."
5,"I absolutely love this place. This is hands down the best New York style pizza I've found in LA. The vibe is great, the food is great and they have some..."
5,"This studio has changed the way I live life in general...in a more positive way, that is! Through exercises both inside and outside of class, I've become..."
1,"Don't waste your money or your hopes on this place!! 
I'd heard great things about this place from an actress that I had worked with so I decided to audit..."
5,LOVELOVELOVE  Anthony Meindl's Actor Workshop    It is a great place for actors to grow their creative unique selves!  I love how he has just finished...
5,"With zero pretension, this gallery offers really accessible, enjoyable contemporary and purchasable art. You could take pictures of anything and everything..."
5,"This gallery is a gem of a find in LA. Thanks to following the street artist Morley, I was brought to this gallery for the opening of his exhibit, along..."
5,"One of the best galleries to buy art from. Top notch packing, they sincerely care about customer service. I have also flown out for a few art shows there..."
5,Where do I even begin. Mia is amazing! She was spot on about everything. She gave me a whole different outlook on life. She is upfront and honest. She'll...
5,"I cannot say enough good things about my session with Mia so instead of what I usually do (which is write a novel), I'm just going to say that Mia is truly,..."
5,"I feel so cheesy saying this, but Mia is the ""real deal."" I had my first reading with her yesterday and I am still feeling absolutely mind-blown today...."
5,"Beautiful Hotel! Perfect location if you want to hang out in the area! Movie theater, Kirk Douglas theater, & Many restaurants to choose from! 
The Hotel..."
3,"Beautiful place, beautiful lobby, in a central spot of Culver City, nice breakfast setup but... when I stayed there, the room had very loud air conditioning..."
3,The Culver City Hotel is famous. It is located in the heart of Culver City and it's been there for over fifty years. It is said that the munchkins for The...
5,This psychic shop is the best hands down. I been coming to Gabriella to help my relationship and been holding off on writing a review but now is the time. I...
1,She scammed me out of $600. Do not go to this serpent! She really needs to be shut down because this place is unethical. Her sign says $10 a reading but she...
1,"Not cool, Gigi asked for a donation that she would use to get me a ""special gift"", we exchanged numbers and she never got back to me or responded to txts...."
5,My wife decided we'd go visit with Andrea for a reading. I figured it would at least be interesting so I decided to go along. I didn't know what to expect...
5,"I was skeptical at first, but I had heard great things about Andrea and I was having a rough time in my life, so I figured I would give it a try. It was the..."
5,"I know there are a lot of psychics here being called ""the real deal"", but you have not met true, authentic guidance and intuition until you've met Andrea. I..."
5,"Attending the Hi Hat is a total adrenaline rush, the kind that doesn't happen enough so it leaves you wanting more.

The sound is pleasing and the stage is..."
5,"Came here for the first time to see the band Partner. They have a chicken place attached, there's a window to order right outside next to the entrance...."
4,A friend and I recently went here for a Friday night show (Letters to Cleo)- I've previously peeked in this venue during the Highland Park art walk and was...
5,"Be prepared to be amazed!

She-She's 12-week Divine Life Guidance series is an eye-opening, life-changing, inspirational experience. Whether you've hit a..."
5,My life changed when I met She She. I've come to her for my divine angel readings since 2018 and have been working with her as my divine life coach since...
5,"She-She is AWESOME!!
I found out about She-She from a mini reading that I received through a call-in radio show.  She was so accurate that I thought of her..."
5,An absolutely amazing experience and would highly recommend anyone interested in attending The Ellen Show to NOT GIVE UP. I applied to win tickets a few...
4,"I can finally mark seeing an Ellen Show taping off my bucket list, but if I'm being frank, the experience didn't wow me as I expected it to. I did get to..."
4,"I was given guaranteed tickets so I brought my boyfriend and my best friend with me. Our original show date in November was cancelled (which was so sad),..."
4,"Glassy place. Pricey drinks and bottle service when you can get it.
Loved the set up, great vines &ambiance but there is no dance floor."
3,Came through after a business conference at the hotel and I decided to grab a drink at the bar before heading out for the evening. I was drawn over to this...
5,"Highly recommend Jazz Night Mondays! Enjoyed the live vocals and dancing. Eclectic and bold art pieces fill the walls, packed house, good vibes all around,..."
5,"Theatre of NOTE has produced or housed many solid shows over the years. I've seen solo shows, as well as Shakespeare. The black box theatre is a staple..."
5,First time at the theatre to catch the Young Writers Project and was impressed by the professionalism and supportive atmosphere cultivated by the staff and...
5,"This place means some serious theatrical business. Interesting, well-acted, mind blowing business. LA is REALLY lucky to have this place. 

It's often hard..."
5,"A gorgeous and unique facility.  Lots of fascinating architectural and design details, including the art deco bar in the ""basement"" area.  We rented this..."
4,"I really loved visiting this place! It's very interesting and historical, and it's a great way to support veterans. I attended an event here as part of the..."
5,This isn't your ordinary American Legion. Post 43 was just recently renovated. Films are screened there from time to time--I saw Norman Lear's Cold Turkey...
5,I am very grateful that i received a healing session with him. i have had issues for a long time and I really feel that my issues are resolved. My life is...
5,I don't even know where to start... Shaman Redwood came recommended by someone who had suffered the same type of trauma I have been through.   As with...
5,Nabeel Shaman is a gifted practitioner and healer with a strong spiritual connection. He also has a very solid intellectual background and is able to ground...
4,"Love this park because it's close to my apartment and has tennis courts! 

I've had quite a few memories with this venue. Hosted a bbg la workout event a..."
4,"I grew up in this area, so as a little girl, my brother and I would venture out and explore, we swam here almost everyday and rode our bikes.. played and..."
5,"This is a huge park located in the middle of a Cheviot Hills neighborhood. Right in the city, it's a nice distraction from the hustle and bustle of our..."
5,"I was fortunate to meet lovely Harriet this past Spring and take an extended workshop on learning to read the Tarot. This class was beyond Amazing, Harriet..."
5,"Harriet is Magic! Her energy is warm, nurturing and genuine. I've had a few readings with her and I will continue to go back to her because I trust her and..."
5,"I first saw Harriet back in the spring of 2016, she has been my go to reader ever since. The insights, messages and vibes that I received from Harriet that..."
5,"Let's cut to the chase: Go to Little Meats LA. Now.

Thanks to Alex P.'s recommendation, my wife and I made the trek from the Inland Empire to Los Angeles..."
5,"I had the pleasure of attending Sunday Supper with Chris Yang this past Sunday. First, some disclosure. Chris is my cousin, but I heard about Little Meats..."
5,"I've been to a decent amount of restaurants, and LA supper club style nights, but a Little Meats is something else entirely. They take that pretentious air..."
5,There are very few people in the world whose sole purpose is to make others succeed; Terry Berland is one of them. She merely uses the vehicle of her richly...
5,Terry has the best teaching classes!! Honest sincerely cares about your needs! I enjoyed her commercial class and look forward to more!!
5,Just took Terry's On-Camera Commercial Auditioning Workshop and it was awesome! She really took the time to break down scripts and show you everything you...
5,"Of course, anyone who chooses to spend their money regularly (like, monthly for an acting class per se) will likely rate that business 5 stars on Yelp so..."
5,Atwater Playhouse has significantly changed my life for the better. Being able to learn more about the craft and myself under the guidance of our artistic...
5,"I've Produced and Directed at the Atwater Theatre. It's a gem of a theatre. Perfect for rehearsals, productions, classes. And the Artistic Director, Jamie..."
4,"Note: This happened in February, before the pandemic. 

If you are an LA resident or visiting, this venue needs to be in your bucket list. The theater has..."
5,"The Wiltern is a beautiful historic building that has been impeccably preserved over the years. 
There is assigned seating upstairs and GA and pit seating..."
5,"A year ago today I went to the beautiful Art Deco Wiltern Theater to see the  50th Anniversary of the Beatles White Album, performed by Christopher Cross,..."
4,Fall Jazz Season at LACMA on Friday is an experience! I wasn't sure what my friends had in mind when I accepted the invitation...my Uber dropped me curbside...
4,"Fun experience!

Came one night for this event and had a great time. This series of events happens every friday in the summer and it's a good fun time for..."
5,"One of my very favorite things to do in LA in the summertime (added bonus: it's free)! Pack yourself a picnic (or a bottle of wine, at the very least) and a..."
5,Richard nailed exactly everything I had been feeling in the head. This was my first psychic experience. I don't regret it. He explained everything he was...
5,"I had a FaceTime reading with this AMAZING gentleman.   The reading told me things that were hard to hear, but things I need to hear. The whole reading made..."
5,"This was such an amazing experience for me. From our host to the ambiance, it was such an experience like no other. I'm truly glad to have done this and..."
5,"Olivia is the absolute best! She did a group reading for a support group that I run, and she went absolutely above and beyond to make our clients feel so..."
5,"Olivia has a beautiful spirit. I instantly felt comfortable, as if I was talking to a connected colleague or friend. I would even go as far as saying she's,..."
5,I had a birth chart reading by Olivia last year and recently I had my son's birth chart reading when he was 6 months old. It was such an amazing gift. I can...
4,"The most eventful anime convention in the US!! It's always super interesting and full of fun people and stuff. 

Pros;  
- There are always spectacular..."
5,"Crazy Zany monsterous endless crowds of good spirited, fun loving enthusiasts.  This is our 4th year attending.  Fab fun just too expensive for us to grab a..."
4,"Overall, I would say that my first AX experience hovers between a 3.5 - 4 rating. Here are my observations from this year's experience:

Badging: 5/5!..."
5,"This was the most amazing evening I've had in a while! Such a gem of an idea and a gem of a location. 

For 50$ you can sip 4 different pours of wine on the..."
5,"Fund raising event.

 It's outdoors:
* wear comfortable shoes...but you can go barefoot on the grass too
*come early to find awesome parking up the..."
3,"I'm not a big fan of wine, but since I've never been here, I was game to check it out.  

It starts at 5:30 and a coworker and I wanted to make sure we got..."
5,"There is no way I can say enough good things about this studio. It is amazing. The teachers here are all first rate, there are many styles of Belly Dance..."
5,"Dance Garden is my dance home. I have been a part of the studio as a teacher and a student since the beginning. This is not only a studio, it is a..."
5,"The location can be hard to find - you turn into the parking lot for the Atwater Playhouse & Acting School. You walk through the building, through an..."
5,"Not only is Arenas one of my favorite ""award season"" screening rooms in the Valley, but it is also one of the easiest one's to find parking at as well. You..."
5,It was the incredible customer service and attention to detail that made this screening such a success. I was hosting a group of about 30 customers who were...
5,"Great experience! Booked this place because of the price, location and convenience. Worked with Adriana and she was very helpful, responsive, knowledgeable,..."
5,"Brandy is a true healer!  

I highly recommend her as a medium!  I came to Brandy because I wanted to develop my own abilities to talk to the other side...."
5,"I am blown away by my reading with Brandy. Extraordinary, amazing and unbelievable help describe the experience. From the first words out of her mouth until..."
5,"My name is Nathalie and I'd like to share my rebirthing experience with Brandy. 

In 2014 I was going under a lot a stress, I spent a few months in Spain to..."
5,Kelly is the best! I've worked with her in a previous well known LA band I was in. One of my favorite rooms she booked us was The Teragram Ballroom. What a...
1,"At first she told me my ticket sale minimum was 13, then two days before the show she raised it to 20. I sold what I sold then paid her the ticket minimum..."
5,"It is really great to work with Kelly via Kelly McGarry Productions. She has booked me for several local LA shows at the Viper Room, State Social House, and..."
5,"She has a gift, I believe in mediums but I am cautious because not everyone is honest in today's society. However, I can certainly say she does have a gift...."
5,"I didn't know what to expect nor did I have any expectations about my session. I think this allowed me to go into the experience with an open heart.

First..."
5,Kirstin is amazing. I was referred to her by a friend who has spoken with her numerous times. I have had two readings both the mediumship/intuitive session...
5,"I love coming to Clippers games, it's so fun! 

I have a mini plan and I have great seats located in the lower level. They're not quite courtside, but..."
1,I have been a Clippers and Lakers fan for many years. More of a Clippers fan yet not a fan of a 40% increase in ticket prices for my renewed half season....
5,"Had a great night at Staples watching the Clippers disseminate the Washington Wizards. It was a good game and time. Since we already ate, we did not order..."
5,"1. Ginger Cinnamon Tea (hot) - excellent
2. Hodo bread - excellent

I tried this early in the morning and both were excellent.

Got sick of the shikhae at..."
5,I got strawberry ade and freshly baked korean walnut bread! I love them. You can drink and eat while you are sitting on nice patio. Good!
5,"I am a huge sucker for tea, and tea service. This place is so cute and very welcoming.

I stopped in for some post yoga tea by accident. 

The staff was..."
5,Tiffany is a medium that cares and very easy to talk with. She did a reading for me in a zoom. Everything I wanted to hear her say she did and more. I was...
5,Tiffany is badass and hysterical! She organically popped into my life one day while casting for a food network show and before you know it I was getting a...
5,I received my first session today - I asked for the mediumship reading. Tiffany was professional and fun. She explained a lot of things that I had questions...
5,Krishanti was so incredibly helpful. I wasn't sure what to expect but was recommended by a friend and I do not regret connecting with her. Highly recommend....
5,"She's about as good as it gets for psychic / Reiki sessions.

I've been traveling the world for 2 years sponsored by a TV production company in Los Angeles..."
5,"A long, long time ago I got a intuitive reading from Krishanti. I don't remember the specific details, but her reading was refreshing and inspiring. She..."
5,"I haven't been here since being a child!
I came here about five months ago, for a
home game.I was very impressed with the food wowwww I have NO idea who..."
3,Here is my take. The seats are not that bad. The food is ok but it takes forever to get food when it is crowded. The condiments are always out of stock as...
5,"Yes, it really is all you can eat (AYCE):  Dodger hot dogs, nachos (just chips and liquid cheese), popcorn (in a bag, low sodium), peanuts (in a bag), soft..."
5,"I hate Galleries - except wall space!.
They are normally stuck up places where you feel so uncomfortable and unwelcome. With a snooty gallery owner looking..."
5,"Not only does Wallspace gallery have fantastic art, but Valda is personable, friendly, funny and very knowledgeable. I also appreciate that the gallery..."
5,"Wallspace la, the most forward thinking ,fresh and original gallery in LA.  Always a warm welcome, and not at all snooty. It's an immensely uplifting..."
5,"Utterly impressed with SOHO and the quality of education and instructors!!

Was waiting a while to write this one until I had enough classes under my belt..."
5,I absolutely love this place!   Initially came to one of the social events last summer and signed up for a private class trial with Raul.  During the...
5,"When I say that classes at this studio have changed my year, is kind of an understatement. 

I've been attending classes at Soho Dance LA since March. I had..."
5,"Good track, lit when it gets dark, can get crowded but still manageable. I would give best times to go but then it will get crowded lol...get out and stay..."
5,Run counter-clockwise to get the slight elevation. This is such a great park and I was very impressed with the maintenance and cleanliness of the park....
5,Great little location atop of View Park/Windsor Hills area. I typically come here to get a few laps on the track while taking in the breeze and the views of...
4,Love this park as I have been coming here for decades. It was better back in the day when it was all grass... a bit dusty now but I'm ok with it. Plenty of...
1,If there were any dog owners involved in the planning of this park I would be shocked. This place is a dust bowl unpleasant for dogs and owners. No one...
4,"Big dog park and my two ran until they were satisfied, then lounged in shade. There are several water supplies with bowls and a small swimming pool some one..."
4,"Five Star is a super interesting bar on Main and not far from the Bradbury Building and Grand Central Market.  Known more for late-night live music, I came..."
5,Love this hole in the wall neighborhood bar! Stella on tap is always on special $5!! You can't go wrong!!! Happy hour beers on tap before 6 PM are $6 and...
1,"***PLEASE READ*** 


I came into this bar for a show.  I went to pay for two beers knowing the card I was using only had 20 dollars I ordered two Modelos at..."
5,The Kirk Douglas Theater is located in the heart of little downtown Culver City. It used to be a movie house and was built sometime in the late 40s or early...
5,"Five stars,,, one star,,,
Who cares?
The show I did see there was great,,,
The theater,,,,
Who cares?
One star,,, five stars?
Let's be generous and say..."
5,I was in this theater 4 times. Always with a good production and normally the actors go to talk to you above the play. The seat is really good you can see...
5,"I experienced a once-in-a-lifetime moment when I visited the Stadium last week for Game 1 NLDS. Through networking, I had the privilege to access the Bank..."
5,"Such a blast. Would I personally buy these tickets for the suites? Heck no. But would I go every time if it was free? Heck yes! 

Got 2 free tickets and..."
4,I've been here 2 times for 2 separate venues. 1 time for the Dodger game and another time for a concert. We had the luxury suite and all I have to say is...
5,"Dear Rage, 

I loved the event! I saw 10 mosh pits. 1 fire pit that was put out and lit back on again about 3 times. I sang along to Lauryn Hill who brought..."
4,"The show itself was easily 5 stars, but they need to work on their organization getting into the stadium for General Admission.

I had GA tickets, so I got..."
5,"Epic!  One of the greatest concerts ever.  Muse and Rage were amazing.  First time hearing Rise Against.  They were powerful.    

It was fun seeing fires,..."
5,"Saw ""Hostage"" here today, and really enjoyed the show as well as the theater..Wonderful theatre company offering excellent performances and innovative..."
5,"We enjoyed the evening here to see ""America Adjacent,"" a few months ago. You enter in from the side of the theater. It is a small local theater yet intimate..."
4,"One of the cleanest and most comfortable small, independent theaters I've been to.  Staff were all friendly and accommodating.  Since I've only been to one..."
5,Came here after a show one day on a Friday night at the beginning of the year since I was feeling a place that was laid-back. It was very welcoming from the...
5,"Been here so many times I can't count! 
By far my favorite venue in ALL of Hollywood!!! No bouncer attitude, on the contrary super smiley friendly attitudes..."
4,"Yesterday was my first time visiting Sassafras; but hopefully not my last.

Kris and I came to check them out for their Happy Hour (5-8PM) before going to..."
5,"Mike Lanni is a gifted artist and a very warm, open, thoughtful, and inspiring person. You can see all of these traits in his art, which is abstract but..."
5,"Michael's pieces are beautiful and looks *amazing* in person. The online pics don't really do justice to how good the pieces look in real life.

Looking..."
5,"His coffee grind pieces are uber-modern and even more vivid and beautiful in real life.  They not only have industrial feel to them, they also address..."
5,This is a great go to spot for a date or a family outing.  Nice to get out of the house during this covid time and get some fresh air.  Great view at night...
5,Beautiful views of the city .  Located in a gorgeous area. Love to visit again and take photos.
5,I made a trip to the Universal City Overlook today. It was nice! I loved seeing the the mountain range in the distance and all the city life down below! I...
5,Awesome local theater group! I came in here to watch Frederick Knott's play Dial M for Murder and was very pleased with the production. I love the Hitchcock...
5,"Loving this production of Match! Great performers, beautiful intimate theater space, andomplimentary coffee at intermission"
5,"The giver  tonight 
Always a fun evening seeing amazing talented actors .come  check it out !!
Great theater !!"
5,"Michelle rules.

I wanted to get some custom buttons created for an upcoming event, and we were hoping to find someone local. Happily, we discovered Naked..."
3,Cute store. Giving it a 3 stars because of the service I received when I came here on a Sunday. The lady in charge was always on her phone having her...
5,I came here during Echo Park Rising to watch a friend play and actually met the storeowner Michelle who happens to also be in a band Miss Jupiter that I saw...
4,"We just enjoyed a movie here, the place is beautiful and comfortable. 
Convenient ticket kiosks too. 
Great concession bar with tons of junk food choices..."
3,It's been years since Hubbers and I came through around this area (we used to live on the other side of the 405) so I was a bit elated when a buncha friends...
5,"I have been frequenting this theater for years now, and it is by far my favorite in the LA area.

It is small enough to have that cozy atmosphere, yet..."
5,"I really like this place! Lisa is a great instructor.

The Documentary class was a lot of fun and the reason I haven't been back is because I wish they had..."
5,I love this place its authentic crafty and non profit I love this place they got workshops and random screenings of cool indie films or all kinds as well
4,"""Echo Park Film Center provides equal and affordable access to film/video education and resources via a community microcinema and meeting space, free and..."
5,"Hold up.
You mean to say that the last couple times I went to see their shows, they were just ""acting""?! Stop, just stop.....

The characters they played..."
5,"I am so exited to be a part of the BHP. the classes are accelerated and very enjoyable 
MarioM"
5,"Hello fellow actors.

My name is Alfonso Faustino (alfonsofaustino.com), and I am a student at Beverly Hills Playhouse. I am also working SAG-AFTRA..."
5,French Conservatory brought my piano skills to another level. Like majority of things in life when you first get introduced to something new there is always...
5,I am a graduate student at UCLA and have been taking voice and piano lessons with Laure and John respectively for almost 4 years now and it has been an...
5,"This school has been wonderful to my son. It's been two years and he has blossomed as a musician , as well as a person. I particularly recommend Anne Lise..."
4,We arrived early for a Metal Gear concert on a Saturday night. Parking was really easy - there is a parking lot across the street and its FREE! There is...
3,"This is a great example of an old early 1930's theater. It's been well kept and the employees and volunteers are friendly and knowledgeable. 
My problem is..."
4,"STEPH JUDGEMENT: Nice historic venue with free parking if you can get there early enough.

The bf and I came here to see Mike Birbiglia perform and we had a..."
5,"You'll laugh, you'll cry, you'll morph.

Life hasn't been the same since discovering theta. I went from anxiously thinking how am I going to survive this..."
5,"Alexis helped me remember my belief in the universe supporting me, after having so many challenges the last 4 years, in that I truly am supported, when..."
5,"I first discovered Theta through my roommate, a ThetaHealing practitioner, who studied under Alexis. My roommate did a private session on me where she met..."
5,Baila Baila is our favorite!!! Anyone who has a young person should absolutely check out this stellar place!!! And now virtually through Zoom!!! It's the...
5,We love this place! We discovered them nearly 3 years ago and they've been part of our lives ever since! The owner is wonderful and the other teachers are...
5,"I can't say enough good things about this studio! The classes are super engaging, the teachers are wonderful, and my daughter has learned a ton in both the..."
5,"If you ever have the opportunity to visit, jump on it! It's a beautiful property inside and out. An amazing and lush garden sprawls our from the concrete in..."
3,I found out about this place while viewing old Huell Howser episodes.  Apparently the Velaslavasay Panorama used to be in Hollywood but moved and now holds...
3,"I don't totally get its draw beyond the hipster factor, but I can respect its historical value."
3,"Similar to my thorough review on the club '1OAK', this review might be somewhat biased due to this being the setting of this years company Xmas party...."
5,"Used to come here a lot during the day, but stopped just because I started exploring other places. Just came back the other night and loved it. The DJ was..."
1,"Horrible music , we were at the Halloween party lady nite and had our own table . Service was poor , music was awful, won't be doing this again .
No thanks"
5,"This review is for someone who may be reading this with a heavy heart, on your last straw, ready to give up, full of darkness and negativity. You were..."
5,"Pebbles is absolutely 100% unreal!
Her reading was accurate to the letter!
My mind was completely and utterly blown
I will recommend her and Niko to all of..."
5,Absolutely wonderful experience. The reading was incredibly detailed and Pebbles is absolutely AMAZING. She's super nice and super understanding. Will...
4,"This park may be on the smaller side but it's packed with great recreational opportunities for families. Their amenities include:

-Soccer field
-Swimming..."
5,"We had driven by this park a million times and finally stopped to checkout the playground. There's a great play structure, sand, shade, picnic tables, and a..."
5,I go here to work out it's got a lot of parking and a lot of people also there doing activities so I feel safe
5,"Have seen a few shows at the Aratani Theater over the last 10 years, from various film festivals to various Hula shows to the musical group Hiroshima to the..."
4,We had the opportunity to attend a concert at the Aratani Theater while we hosted a couple students from a Japan performing in the Rose Parade.  The girls...
4,"Came here for the anime premiere of Kimetsu no Yaiba: Demon Slayer! 

It's a slightly smaller theater, but it managed to fit the entire crowd for the..."
5,"This park is awesome! Updated, clean, secure - safe for my toddler to run around in. Plus the kids that were in here were so friendly which was an awesome..."
4,Great place I've spent many of hours here walking my dog watching people working out and tennis courts
5,"This is a great park to spend the day with friends and family. Not only is it beautiful, it's also safe as they have security guards patrolling around the..."
5,Now I am taking lessons too. My memory is not as good as my son's so I have to practice a lot. But I am determined. Chris is very kind and patient yet he...
5,My son Ky is 5 and we decided to try out guitar lessons with SoundLife in October 2019 and it would be an understatement to say Ky has been loving every...
5,"Enrique is relaxed and engaging and treats my son as another musician rather than a student or child. My son responds well to this vibe, learning without..."
5,"The Saban Theatre is a beautiful building that was once known as the Fox Wilshire Theater. 
It was designed in Art Deco by architect S. Charles Lee and is a..."
